hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,37,185,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,45,225,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,48,240,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,48,240,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,50,250,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,50,250,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,50,250,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,52,260,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,52,260,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,55,275,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,59,295,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Camp,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,63,315,Yes,Aleppo,A'zaz,Mare',Tlaline,In the Camp,NA,NA,SY02,SY0204,SY020403,C1632,C1632,Community,37.198629,36.526091,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,65,325,Yes,Aleppo,A'zaz,Suran,Albil,In the Camp,NA,NA,SY02,SY0204,SY020405,C1669,C1669,Community,37.189276,36.594993,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,67,335,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,71,355,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,72,360,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,72,360,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,77,385,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,79,395,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,80,400,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,80,400,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,83,415,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,84,420,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,96,480,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,100,500,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,NA,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,100,500,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,NA,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,100,500,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,101,505,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,105,525,Yes,Aleppo,A'zaz,A'zaz,Talil Elsham,In the Camp,NA,NA,SY02,SY0204,SY020400,C1559,C1559,Community,37.104424,36.651288,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,120,600,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,139,695,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,149,745,Yes,Aleppo,A'zaz,Suran,Kafra (Suran),In the Camp,NA,NA,SY02,SY0204,SY020405,C1672,C1672,Community,37.16238,36.567579,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,157,785,Yes,Aleppo,Al Bab,Al Bab,Bazagha,In the Camp,NA,NA,SY02,SY0202,SY020200,C1188,C1188,Community,37.5661,36.383375,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,158,790,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,160,800,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,165,825,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,190,950,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,200,1000,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,208,1040,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,210,1050,Yes,Aleppo,A'zaz,Suran,Kafra (Suran),In the Camp,NA,NA,SY02,SY0204,SY020405,C1672,C1672,Community,37.16238,36.567579,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,216,1080,Yes,Aleppo,A'zaz,Suran,Kafra (Suran),In the Camp,NA,NA,SY02,SY0204,SY020405,C1672,C1672,Community,37.16238,36.567579,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,230,1150,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,235,1175,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,250,1250,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,269,1345,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,443,2215,Yes,Aleppo,Al Bab,Al Bab,Bazagha,In the Camp,NA,NA,SY02,SY0202,SY020200,C1188,C1188,Community,37.5661,36.383375,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,500,2500,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,NA,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,500,2500,Yes,Aleppo,A'zaz,Suran,Albil,In the Camp,NA,NA,SY02,SY0204,SY020405,C1669,C1669,Community,37.189276,36.594993,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,500,2500,Yes,Aleppo,Al Bab,Al Bab,Qabasin,In the Camp,NA,NA,SY02,SY0202,SY020200,C1209,C1209,Community,37.566282,36.433731,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,598,2990,Yes,Aleppo,A'zaz,A'zaz,Talil Elsham,In the Camp,NA,NA,SY02,SY0204,SY020400,C1559,C1559,Community,37.104424,36.651288,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,790,3950,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Camp,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,Private donor,2023-02-20T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1.5,KG,200,1000,Yes,Idleb,Harim,Salqin,Salqin,Village & Camps,Al Qusur,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,Islamic Relief,2023-02-11T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,58,KG,1845,9225,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Islamic Relief,2023-02-11T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,58,KG,4305,21525,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,king salman fund,2023-02-21T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,40,KG,80,480,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,مخيم الإيواء أبو صلاح حمشو,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,50,250,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Bozkeh,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,57,285,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Bteteh,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,99,495,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,Kabera,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,619,3095,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Maarateh,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,15,75,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,23,115,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,25,125,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,35,175,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,37,185,Yes,Aleppo,A'zaz,Mare',Tlaline,In the Camp,NA,NA,SY02,SY0204,SY020403,C1632,C1632,Community,37.198629,36.526091,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,37,185,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,37,185,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,45,225,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,48,240,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,48,240,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,50,250,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,50,250,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,50,250,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,52,260,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,52,260,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,55,275,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,59,295,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Camp,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,63,315,Yes,Aleppo,A'zaz,Mare',Tlaline,In the Camp,NA,NA,SY02,SY0204,SY020403,C1632,C1632,Community,37.198629,36.526091,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,65,325,Yes,Aleppo,A'zaz,Suran,Albil,In the Camp,NA,NA,SY02,SY0204,SY020405,C1669,C1669,Community,37.189276,36.594993,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,67,335,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,71,355,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,72,360,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,72,360,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,77,385,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,79,395,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,80,400,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,80,400,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,83,415,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,84,420,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,1,KG,96,480,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
