hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,200,1000,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,208,1040,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,210,1050,Yes,Aleppo,A'zaz,Suran,Kafra (Suran),In the Camp,NA,NA,SY02,SY0204,SY020405,C1672,C1672,Community,37.16238,36.567579,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,216,1080,Yes,Aleppo,A'zaz,Suran,Kafra (Suran),In the Camp,NA,NA,SY02,SY0204,SY020405,C1672,C1672,Community,37.16238,36.567579,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,230,1150,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Camp,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,235,1175,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,269,1345,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Camp,NA,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,293,1465,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,300,1500,Yes,Aleppo,A'zaz,Suran,Suran (Aleppo),In the Camp,NA,NA,SY02,SY0204,SY020405,C1664,C1664,Community,37.213933,36.566643,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,400,2000,Yes,Aleppo,A'zaz,Suran,Rael,In the Camp,NA,NA,SY02,SY0204,SY020405,C1665,C1665,Community,37.268745,36.589097,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,443,2215,Yes,Aleppo,Al Bab,Al Bab,Bazagha,In the Camp,NA,NA,SY02,SY0202,SY020200,C1188,C1188,Community,37.5661,36.383375,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,500,2500,Yes,Aleppo,A'zaz,Suran,Albil,In the Camp,NA,NA,SY02,SY0204,SY020405,C1669,C1669,Community,37.189276,36.594993,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,598,2990,Yes,Aleppo,A'zaz,A'zaz,Talil Elsham,In the Camp,NA,NA,SY02,SY0204,SY020400,C1559,C1559,Community,37.104424,36.651288,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,790,3950,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Camp,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,30,33.7,KG,85,425,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Tal ghazi,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Private donor,2023-02-20T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,1.5,KG,200,1000,Yes,Idleb,Harim,Salqin,Salqin,Village & Camps,Al Qusur,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,World Vision,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,110,550,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Azaz camps,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,120,600,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Waddah camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,World Vision,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,144,720,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Camp,Jindires- Rahmat camp,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,14,70,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Al Eikhaa,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,20,100,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,jisr aljadid Camp,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,60,300,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,AlHaramin center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,90,450,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Alnoor Center,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,100,500,Yes,Idleb,Harim,Dana,Dana (Dana),In the Camp,Ibn Sina Hospital camp,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,136,680,Yes,Idleb,Harim,Dana,Sarmada,In the Camp,Al Khairat Center,NA,SY07,SY0703,SY070301,C4121,C4121,Community,36.723929,36.186604,NA
NWS,Earthquake,WHH,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Cooked Meals,NA,1,2,KG,180,900,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,Farmers Association Camp,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,king salman fund,2023-02-20T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Food Baskets,One Off Distribution,30,40,KG,75,450,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,مخيم أبرار,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,205,1025,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Jolqan,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Food Baskets,NA,30,33.7,KG,295,1475,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Fakeran,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Muslim Aid,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,50,250,Yes,Idleb,Harim,Dana,Tilaada,In the Village,-,NA,SY07,SY0703,SY070301,C4124,C4124,Community,36.800669,36.251766,CBR-037
NWS,Earthquake,Private donor,2023-02-20T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,3,9,KG,1000,5000,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,(Tell Aada - Termanin - Tuwama - Ebyin - Dana ) Collective Centers,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-041
NWS,Earthquake,Cordoba,2023-03-07T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,17.5,KG,200,1035,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,الغربي,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,15,75,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,حديقة النيروز,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,17,85,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,تجمع بيت سوا - أشرفية,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,25,125,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,الملاهي,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,27,135,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,الكراج,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,27,135,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,مخيم الكراج,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,35,175,Yes,Idleb,Harim,Harim,Harim,In the Village,Kafr Deryan,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,37,185,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,بازار عفرين,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,68,340,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,تجمع الاشرفية,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,74,370,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,حديقة مجمع الخير,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,82,410,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,مجمع خلف كراج السرفيس,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,91,455,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Camp,مخيم ترنده اهل الشام,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-005
NWS,Earthquake,GOAL,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,103,515,Yes,Idleb,Harim,Dana,Sarmada,In the Village,NA,NA,SY07,SY0703,SY070301,C4121,C4121,Community,36.723929,36.186604,CBR-005
NWS,Earthquake,GOAL,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,337,1685,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,مركز إيواء كرم الزيتون,NA,SY07,SY0703,SY070302,C4143,C4143,Community,36.401422,36.055985,CBR-005
NWS,Earthquake,GOAL,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,15.76,KG,920,4600,Yes,Idleb,Harim,Salqin,Azmarin,In the Village,Azmarin,NA,SY07,SY0703,SY070302,C4143,C4143,Community,36.401422,36.055985,CBR-005
NWS,Earthquake,SCI,2023-02-23T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,10,KG,409,2045,Yes,Idleb,Harim,Harim,Harim,In the Village,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-005
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,124,620,Yes,Aleppo,Jebel Saman,Atareb,Jeineh,In the Village,NA,NA,SY02,SY0200,SY020001,C1032,C1032,Community,36.801449,36.117087,CBR-035
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,393,1965,Yes,Idleb,Harim,Qourqeena,Barisha,In the Village,NA,NA,SY07,SY0703,SY070304,C4164,C4164,Community,36.636461,36.165243,CBR-035
NWS,Earthquake,Action for Humanity,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,15,41,Yes,Idleb,Harim,Dana,Tilaada,In the Village,Almashtal,NA,SY07,SY0703,SY070301,C4124,C4124,Community,36.800669,36.251766,NA
NWS,Earthquake,Action for Humanity,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,48,233,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,Alkawthar,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,NA
NWS,Earthquake,Action for Humanity,2023-02-19T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,99,461,Yes,Idleb,Harim,Harim,Harim,In the Village,Maarata Al Atareb,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,World Vision,2023-02-17T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,40,200,Yes,Idleb,Harim,Salqin,Azmarin,In the Camp,Umahat Almuminin / أمهات المؤمنين,NA,SY07,SY0703,SY070302,C4143,C4143,Community,36.401422,36.055985,NA
NWS,Earthquake,World Vision,2023-02-17T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,80,400,Yes,Idleb,Harim,Harim,Harim,In the Camp,Daar Al wahi center / دار الوحي,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,World Vision,2023-02-17T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,135,675,Yes,Idleb,Harim,Harim,Harim,In the Camp,Biyut Al Khair / بيوت الخير,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,CCR,2023-02-18T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,25,121,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),Village & Camps,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,NA,4,5,KG,481,2405,Yes,Aleppo,Afrin,Afrin,Abin - Efrin,In the Village,NA,NA,SY02,SY0203,SY020300,C1353,C1353,Community,36.992952,36.466974,NA
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,1,5,KG,160,820,Yes,Idleb,Harim,Salqin,Salqin,In the Camp,مخيم تجمع حير جاموس الصغير,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,SCI,2023-02-28T00:00:00Z,2023-02-19T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,1,5,KG,93,489,Yes,Idleb,Harim,Harim,Harim,In the Camp,مخيم بيوت الخير,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,300,1500,N/A,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,300,1500,N/A,Aleppo,A'zaz,A'zaz,Azaz,In the Camp,Neddeh Camp,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2,KG,55,325,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Jandairis/ مخيم الرحمة,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1,KG,70,335,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز دار الوحي الشريف,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2,KG,95,410,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1,KG,130,650,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز إيواء الملعب,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,1,KG,200,1000,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,NA,1,4,KG,55,325,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,Jandairis/ مخيم الرحمة,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,70,335,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز دار الوحي الشريف,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,130,650,N/A,Idleb,Harim,Harim,Harim,In the Village,Harim / مركز إيواء الملعب,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,165,675,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,King Salman Fund,2023-02-27T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,12,KG,300,1651,N/A,Idleb,Harim,Harim,Harim,Village & Camps,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,N/A,2023-02-13T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,NA,1,5500,KG,1100,6600,No,Idleb,Jisr-Ash-Shugur,Badama,Badama,In the Village,NA,NA,SY07,SY0704,SY070401,C4226,C4226,Community,36.197335,35.811938,NA
NWS,Earthquake,Private donor,2023-03-08T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,0.6,KG,400,2400,No,Aleppo,Afrin,Afrin,Afrin (Afrin),Village & Camps,"Collective centers & camps in Afrin, مخيم المفرق - تجمع النقطة صفر - تجمع الشاهر -خلف مشفى ديرسم - حديقة النوروز -تجمع مخيم طريق المازوت",NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-040
NWS,Earthquake,ECHO,2023-02-14T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,30,150,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Janudiyeh,In the Village,NA,NA,SY07,SY0704,SY070403,C4255,C4255,Community,36.291357,35.882903,CBR-031
NWS,Earthquake,ECHO,2023-02-14T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,60,300,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Janudiyeh,In the Village,NA,NA,SY07,SY0704,SY070403,C4255,C4255,Community,36.291357,35.882903,CBR-031
NWS,Earthquake,ECHO,2023-02-14T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,60,300,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Janudiyeh,In the Village,NA,NA,SY07,SY0704,SY070403,C4255,C4255,Community,36.291357,35.882903,CBR-031
NWS,Earthquake,ECHO,2023-02-14T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,60,300,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Darkosh,In the Village,NA,NA,SY07,SY0704,SY070402,C4252,C4252,Community,36.393373,35.992443,CBR-031
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-14T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,150,750,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-031
NWS,Earthquake,Private donor,2023-02-20T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,100,500,Yes,Aleppo,A'zaz,A'zaz,Salama,In the Village,NA,NA,SY02,SY0204,SY020400,C1561,C1561,Community,37.076074,36.618987,NA
NWS,Earthquake,Private donor,2023-02-20T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,3,KG,30,150,Yes,Idleb,Harim,Harim,Harim,In the Village,Masani Collective center,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,CBR-041
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,15,75,Yes,Aleppo,Afrin,Sharan,Qastal Jend,In the Camp,NA,NA,SY02,SY0203,SY020304,C1521,C1521,Community,37.017854,36.632044,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,23,115,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,25,125,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,35,175,Yes,Aleppo,A'zaz,Suran,Ehteimlat,In the Camp,NA,NA,SY02,SY0204,SY020405,C1667,C1667,Community,37.250261,36.563356,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,37,185,Yes,Aleppo,A'zaz,Mare',Tlaline,In the Camp,NA,NA,SY02,SY0204,SY020403,C1632,C1632,Community,37.198629,36.526091,NA
NWS,Earthquake,WCK,2023-02-23T00:00:00Z,2023-02-20T00:00:00Z,Implemented,Cooked Meals,One Off Distribution,1,2.5,KG,37,185,Yes,Aleppo,A'zaz,Mare',Mare',In the Camp,NA,NA,SY02,SY0204,SY020403,C1643,C1643,Community,37.196486,36.482688,NA
